id,name,host_id,host_name,host_since,room_type,price,neighbourhood,bedrooms,number_of_reviews,first_review,last_review,host_is_superhost,minimum_nights,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_identity_verified,accommodates,beds,airbnb_age
2167538,"Modern Sydney home near beach,shops",11059668,Sophie,2014-01-06,Entire home/apt,650,Waverley,3.0,1,2015-04-01,2015-04-01,f,90,0.01,4.0,4.0,4.0,5.0,5.0,5.0,4.0,f,5,3.0,0
790607305500629830,Luxury double room,202112801,Vivian,2018-07-13,Private room,84,Canada Bay,1.0,31,2023-01-07,2024-03-07,f,1,2.13,4.71,4.65,4.52,4.81,4.77,4.68,4.68,t,1,1.0,425
641106357139201992,Chic Studio Apartment in Prime Bondi Location,279001183,MadeComfy,2019-07-24,Entire home/apt,508,Waverley,1.0,17,2022-07-22,2023-02-19,f,1,0.84,4.0,4.41,4.18,3.71,3.94,4.94,4.29,t,2,1.0,212
35165719,Huge Exec Apartment -Fantastic CBD Location B21001,148607219,Wyndel Apartments,2017-08-31,Entire home/apt,240,Sydney,1.0,19,2019-10-26,2024-01-25,f,28,0.35,4.84,4.79,4.63,4.95,4.89,5.0,4.89,t,2,1.0,1552
53432672,Beautiful 2 bed seaside Federation home w/backyard,4637316,Pier,2013-01-09,Entire home/apt,257,Manly,2.0,7,2022-12-27,2024-01-06,f,4,0.47,4.86,4.86,4.71,4.86,5.0,4.86,4.86,t,6,3.0,375
771220750615738510,South Penrith 4 Bedroom House.,471933804,Karli,2022-07-27,Entire home/apt,230,Penrith,4.0,65,2023-03-12,2024-03-16,t,1,5.23,4.89,4.94,4.97,5.0,4.97,4.94,4.83,t,6,4.0,370
858978206585620241,Chill and comfy home close to station and shops,337363892,AirPillows,2020-02-19,Entire home/apt,169,Ku-Ring-Gai,1.0,10,2023-06-11,2024-03-03,f,2,1.06,4.2,4.44,4.22,4.44,4.44,4.33,4.0,t,3,2.0,266
18376457,THE GLASS HOUSE by Palm Beach Holiday Rentals,23717928,Palm Beach Holiday Rentals,2014-11-13,Entire home/apt,1100,Pittwater,5.0,1,2017-10-30,2017-10-30,f,3,0.01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,10,6.0,0
738610930803396192,Convenient and clean room in Randwick,59415462,Jonny,2016-02-19,Private room,190,Randwick,1.0,8,2022-11-20,2024-02-21,f,2,0.49,4.88,4.63,4.38,4.88,4.88,4.88,5.0,t,2,1.0,458
853839624205173029,La Baia | Luxury Penthouse Neutral Bay,185126628,Evan,2018-04-19,Entire home/apt,918,North Sydney,3.0,6,2023-04-18,2024-02-11,f,2,0.54,5.0,5.0,4.83,4.83,5.0,5.0,5.0,t,6,3.0,299
923496384211197959,Queen Suite Bedroom in Cabramatta CBD,522463700,Thanh Hieu,2023-06-28,Private room,70,Fairfield,1.0,13,2023-10-01,2024-02-10,t,1,2.29,4.54,4.46,4.31,4.92,4.92,4.46,4.46,f,2,2.0,132
945216569477746615,On The Esplanade - Close to beach & Cronulla mall,464149593,Anthony,2022-06-13,Entire home/apt,387,Sutherland Shire,2.0,6,2023-09-25,2024-02-09,t,3,1.02,4.5,4.33,4.5,5.0,4.83,4.5,4.0,t,6,5.0,137
32328850,Super big room for lease,202112801,Vivian,2018-07-13,Private room,108,Canada Bay,1.0,80,2019-03-17,2024-03-13,f,1,1.31,4.6,4.64,4.56,4.75,4.8,4.65,4.69,t,1,1.0,1823
933560113881076962,Chatswood 6卧步行10分钟火车站 就这样住进童话里,520815607,Eric,2023-06-19,Entire home/apt,606,Willoughby,6.0,16,2023-08-21,2024-03-09,t,3,2.27,5.0,4.94,4.88,5.0,5.0,4.88,5.0,t,16,8.0,201
48752754,Spacious and bright home in Darling Harbour FreeP,95215056,City Stays,2016-09-15,Entire home/apt,271,Sydney,2.0,4,2021-05-21,2021-05-30,f,90,0.12,4.5,4.5,4.25,5.0,5.0,5.0,4.25,t,6,2.0,9
1049671295860325560,Bali in bondi,74304275,Gregory,2016-05-27,Private room,110,Waverley,1.0,5,2024-01-28,2024-03-10,f,3,2.94,3.8,5.0,3.4,4.4,4.0,4.8,4.0,t,2,1.0,42
1043264009965128649,Room 7 ~ A Private Room Nearby Airport,489066708,Liu,2022-11-25,Private room,96,Marrickville,1.0,15,2023-12-20,2024-03-09,f,1,5.0,4.6,4.73,4.47,4.87,4.93,4.47,4.6,t,2,1.0,80
558020110075428590,Spacious 2BR Apartment with Stunning Waterview,301753450,Tim,2019-10-11,Entire home/apt,308,Canada Bay,2.0,6,2022-05-11,2024-02-24,f,2,0.27,4.33,4.5,4.5,4.83,5.0,4.67,3.83,t,5,3.0,654
1009792903895484968,Paradise in the heart of Bondi Beach + AC+ Parking,113874,Bondi Beach Holiday Homes,2010-04-26,Entire home/apt,500,Waverley,2.0,6,2024-01-03,2024-02-25,f,3,2.37,5.0,5.0,5.0,5.0,5.0,5.0,4.83,t,4,2.0,53
894169474477668938,Sydney University L1quiet gallery single room,488184317,Sunny,2022-11-18,Private room,82,Sydney,1.0,5,2023-06-10,2024-01-05,f,5,0.53,3.4,3.8,3.4,4.0,4.4,4.2,3.4,t,1,1.0,209
882779088477441892,One bed garden home Bondi Beach,55153546,Ben,2016-01-18,Entire home/apt,300,Waverley,1.0,4,2023-12-26,2024-03-09,f,2,1.43,5.0,5.0,4.75,5.0,5.0,5.0,5.0,t,2,1.0,74
1032777492802842677,Cabramatta - A Taste of Asia,548135846,Dean,2023-11-25,Private room,40,Fairfield,1.0,7,2023-12-24,2024-02-25,f,1,2.44,5.0,5.0,4.86,5.0,4.86,4.86,5.0,t,1,1.0,63
40129117,Sandstone Sunset Beach Access Apartment - Apt. 10,46979232,Dan & Robert,2015-10-19,Entire home/apt,225,Warringah,1.0,18,2020-03-21,2024-02-25,t,3,0.37,4.78,4.67,4.94,4.94,4.89,4.83,4.78,t,2,3.0,1436
18673633,Comfy room with own bathroom,103047260,Vincy,2016-11-08,Private room,70,Willoughby,1.0,1,2017-07-10,2017-07-10,f,90,0.01,4.0,4.0,4.0,5.0,5.0,5.0,5.0,t,2,1.0,0
10390834,"Sydney, river view,  shopping center.",53494836,Cheng,2016-01-05,Private room,69,Canada Bay,0.0,4,2016-01-19,2019-01-02,f,100,0.04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,2,1.0,1079
1012639488811373380,Waterfront - KING Suite Newly Renovated Sydney #A2,3882146,Suzanna,2012-10-15,Entire home/apt,250,Sydney,2.0,9,2023-11-23,2024-03-04,t,1,2.31,5.0,5.0,5.0,5.0,5.0,5.0,4.89,t,8,4.0,102
53012234,Luxury Bondi Stay across Two Adjoining Suites,425070402,Neighbourhood By TWT,2021-09-28,Entire home/apt,273,Waverley,2.0,10,2022-01-08,2023-11-19,t,2,0.37,4.9,5.0,4.8,5.0,5.0,4.8,4.7,t,4,2.0,680
1060359139441389304,"Clean Private room, Bath & Balcony in Westmead",94913356,Hallan,2016-09-13,Private room,59,Parramatta,1.0,3,2024-01-26,2024-03-05,f,3,1.7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1.0,39
714220732873757523,"Contemporary 4bd close to beaches, shops & city",23058249,Kelly,2014-10-28,Entire home/apt,400,Randwick,4.0,25,2023-01-06,2024-02-23,t,3,1.71,4.92,4.92,4.96,4.96,5.0,4.88,4.76,t,6,5.0,413
679104388495789990,Modern apt in Central Sydney: Harbour Views & Pool,46491167,Robyn,2015-10-13,Entire home/apt,220,Sydney,1.0,36,2022-09-10,2024-02-26,t,3,1.94,4.94,4.89,5.0,4.97,5.0,4.97,4.81,t,2,1.0,534
785835869947585245,#Gobsmacking Views with Direct Beach Access 116,78212695,Peter,2016-06-17,Entire home/apt,616,Sutherland Shire,3.0,52,2022-12-29,2024-03-11,t,2,3.5,4.85,4.9,4.75,4.67,4.98,4.98,4.73,t,6,4.0,438
43345856,Stylish Nature Retreat on Sydney’s North Shore,1167371,Jacqueline,2011-09-16,Entire home/apt,95,Ku-Ring-Gai,1.0,123,2020-05-16,2024-03-16,t,3,2.63,4.94,4.95,4.95,4.95,5.0,4.89,4.92,f,2,1.0,1400
53480399,Charming two bedroom penthouse with harbor view,433064631,Cremorne Point,2021-11-22,Private room,900,North Sydney,12.0,24,2021-12-11,2024-03-01,t,1,0.87,4.83,4.92,4.67,4.88,4.83,4.92,4.46,t,5,3.0,811
7581942,Sydney Neutral Bay 2BR Garden Unit,39756412,Robert,2015-07-27,Entire home/apt,150,North Sydney,2.0,20,2015-09-05,2023-01-05,f,7,0.19,4.85,4.95,4.85,4.8,5.0,4.95,4.9,t,4,3.0,2679
878545044166141941,Eastgardens Splendour—Two-storey Style with Pool,185783910,Annie,2018-04-23,Entire home/apt,313,Botany Bay,4.0,26,2023-05-05,2024-02-22,f,2,2.45,4.54,4.46,4.5,4.96,4.69,4.88,4.5,t,8,5.0,293
1070571681701849023,Epping-5 beds-cozy home,556961418,Marina,2024-01-16,Entire home/apt,414,Hornsby,5.0,1,2024-02-25,2024-02-25,f,1,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,10,5.0,0
777151277601039764,Lovely 1BR in the heart Paddington,477814690,James,2022-09-02,Entire home/apt,199,Woollahra,1.0,12,2023-01-01,2024-01-04,f,2,0.81,4.25,4.58,4.0,4.83,4.83,4.92,4.33,t,2,1.0,368
12211108,Bright garden apartment,65516427,Nick & Danielle,2016-04-02,Entire home/apt,191,Pittwater,2.0,190,2016-05-23,2024-02-26,t,2,2.0,4.95,4.95,5.0,4.96,4.98,4.81,4.89,t,5,3.0,2835
1027908406039793485,Cosy room in Liverpool,546907711,Manh Cong,2023-11-17,Private room,68,Liverpool,1.0,3,2024-01-02,2024-03-12,f,1,1.17,4.67,4.0,5.0,5.0,4.67,4.67,3.67,t,2,0.0,70
49358348,The Ryokan - Zen,398129740,Chi,2021-04-22,Entire home/apt,520,Manly,2.0,53,2021-12-19,2023-12-28,f,2,1.94,4.92,4.91,4.98,4.94,4.98,4.98,4.68,t,4,2.0,739
30909449,Beach Pad with Sunrise View,12067263,Jaimie,2014-02-09,Entire home/apt,114,Waverley,1.0,2,2020-01-01,2024-01-02,f,4,0.04,5.0,5.0,4.5,4.0,5.0,5.0,4.0,t,1,1.0,1462
886506707301760622,Campbelltown 4Br Double Story close to Mall & Univ,490297843,Amanda,2022-12-05,Entire home/apt,297,Campbelltown,4.0,10,2023-05-28,2024-02-19,f,2,1.01,4.8,4.9,4.7,5.0,4.9,4.9,4.8,t,10,4.0,267
943850791042757442,Cozy room in luxury terrace ~ close to the city,78041375,Nina,2016-06-16,Private room,150,Sydney,1.0,25,2023-09-15,2024-03-15,t,2,4.03,4.92,4.92,5.0,5.0,5.0,4.96,4.88,t,2,0.0,182
1317556,Cosy Private Room - Potts Point,1038573,Tais,2011-08-30,Private room,98,Sydney,1.0,15,2013-12-03,2015-05-25,f,90,0.12,4.67,4.73,4.93,4.6,4.4,4.64,4.4,t,1,1.0,538
15076582,Couch in our lounge room.,29716820,Shane,2015-03-21,Shared room,80,Marrickville,1.0,7,2016-09-18,2019-10-31,f,90,0.08,5.0,5.0,3.86,5.0,5.0,5.0,5.0,t,1,1.0,1138
40810359,The Old Shack nestled in its own private valley,317303818,Judith,2019-12-14,Entire home/apt,274,The Hills Shire,1.0,95,2020-06-17,2024-03-09,t,2,2.08,5.0,4.99,5.0,5.0,5.0,5.0,4.97,t,2,1.0,1361
831966666029656515,Bed for one person,154596796,Vignes,2017-10-14,Private room,77,Blacktown,1.0,5,2023-03-02,2023-08-10,t,1,0.39,4.8,5.0,4.8,4.6,5.0,4.2,4.4,t,1,1.0,161
938884367551892556,Deluxe Double Bedroom Cabramatta CBD,522463700,Thanh Hieu,2023-06-28,Private room,60,Fairfield,1.0,19,2023-08-26,2024-03-09,t,1,2.77,4.95,4.89,4.67,4.94,4.94,4.67,4.83,f,2,1.0,196
736736026392736896,North Bondi Garden Studio,56934643,Nathan,2016-02-01,Private room,110,Waverley,1.0,46,2022-11-14,2024-02-21,f,2,2.81,4.61,4.7,4.74,4.91,4.98,4.85,4.43,t,2,1.0,464
720010942590624772,"Luxury, large family home with pool and spa",7325789,Tracy,2013-07-07,Entire home/apt,250,Warringah,4.0,6,2022-12-26,2024-01-27,f,5,0.4,4.83,5.0,5.0,5.0,5.0,4.67,4.83,t,7,5.0,397
899481951127866642,Gull Cottage at Church Point,24721535,Beach Stays,2014-12-11,Entire home/apt,379,Pittwater,1.0,2,2023-11-12,2024-01-03,t,2,0.47,3.0,3.5,3.0,5.0,5.0,4.5,3.0,t,2,1.0,52
893349560515357080,Aircabin | Beacon Hill | Lovely｜3 Beds House,484473459,AirCabin,2022-10-21,Entire home/apt,293,Warringah,3.0,15,2023-06-13,2024-02-24,f,2,1.61,4.07,4.2,4.47,4.67,4.6,4.33,4.0,t,6,3.0,256
778886177810509153,Stay in a new luxury apartment.,53530531,Darto,2016-01-06,Private room,186,Botany Bay,2.0,41,2023-02-11,2024-03-15,t,1,3.06,4.85,4.85,4.9,4.83,4.95,4.75,4.75,t,4,2.0,398
763307656710444464,Studio apartment,271672867,Tracy,2019-06-26,Private room,70,Manly,1.0,1,2023-02-27,2023-02-27,f,90,0.08,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,2,1.0,0
18829560,Bright sunny room above a shop!,29716820,Shane,2015-03-21,Private room,80,Sydney,1.0,258,2017-06-03,2024-01-14,f,90,3.12,4.55,4.73,4.24,4.89,4.95,4.9,4.69,t,3,1.0,2416
1057040329050004595,Terrahomes Double Bay Apartment with Car Space,156292697,Maria Monica,2017-10-26,Entire home/apt,328,Woollahra,2.0,9,2024-01-21,2024-03-03,t,2,4.66,4.78,4.78,4.67,4.78,4.89,4.89,4.67,t,4,2.0,42
1074927750530811102,ROOM for rent near to station .,390593071,Sangita,2021-02-28,Private room,65,Parramatta,1.0,3,2024-02-09,2024-02-24,f,1,2.31,5.0,4.67,5.0,4.67,5.0,4.0,5.0,t,1,1.0,15
31495420,127 deepfeilds road,235972124,Craig,2019-01-11,Private room,70,Camden,2.0,1,2021-12-25,2021-12-25,f,90,0.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,f,4,1.0,0
600171145050111047,Coastal Living on Bondi Beach,2450066,Hotelesque,2012-05-23,Entire home/apt,440,Waverley,2.0,6,2022-04-25,2023-10-23,t,5,0.26,4.83,4.83,4.83,4.83,5.0,5.0,4.83,t,4,3.0,546
1021550740409885234,Rhodes 2 Bedroom Walker Street,540738558,Yongzhou,2023-10-07,Entire home/apt,232,Canada Bay,2.0,1,2024-01-28,2024-01-28,f,1,0.59,1.0,1.0,1.0,2.0,1.0,1.0,1.0,t,4,2.0,0
10732379,"Relax in Nature, Close to CBD",13053771,Ping,2014-03-12,Private room,81,Lane Cove,1.0,227,2016-02-15,2024-03-03,t,6,2.3,4.85,4.93,4.95,4.96,4.94,4.8,4.87,t,2,1.0,2939
887597638117346567,Turramurra Spacious 6Br House close to Train/Parks,490306140,Ya Jun,2022-12-05,Entire home/apt,346,Ku-Ring-Gai,6.0,3,2023-05-28,2024-01-15,f,2,0.3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,12,6.0,232
648919559764094840,Stylish Convenient Condo/Apartment  in Sydney City,99440377,Alice,2016-10-13,Entire home/apt,220,Sydney,1.0,59,2022-09-21,2024-03-03,t,3,3.25,4.9,4.93,4.75,4.92,4.98,4.86,4.8,t,2,1.0,529
993812349767206370,New 5 bedroom house in Rousehill,369908172,Hyun,2020-09-29,Entire home/apt,424,Blacktown,5.0,1,2024-02-18,2024-02-18,f,2,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,10,6.0,0
45039185,Hotel - Private Queen Room En-suite,344574509,Niva,2020-04-24,Private room,193,North Sydney,1.0,3,2022-07-29,2022-10-07,f,1,0.15,4.67,4.67,4.67,4.33,4.33,5.0,4.67,t,2,1.0,70
1042981458410189040,Modern Apartment with Freshwater Beach Views,173263432,Beaches BnB Management: Sue,2018-02-13,Entire home/apt,450,Warringah,3.0,4,2023-12-26,2024-01-27,t,3,1.43,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,5,3.0,32
54307512,Light & Airy Romantic Beachside Pad,440493221,Robert,2022-01-14,Entire home/apt,158,Warringah,1.0,47,2022-02-20,2024-03-08,t,2,1.86,4.85,4.91,4.83,4.98,4.94,4.98,4.83,t,2,1.0,747
799751474041528320,Budget Single Room near airport,306700375,Zheng,2019-11-04,Private room,68,Botany Bay,1.0,22,2023-02-04,2024-02-25,f,3,1.61,4.45,4.73,4.32,4.95,4.91,4.64,4.57,t,1,1.0,386
709684325770361539,Nabilla by Palm Beach Holiday Rentals.,23717928,Palm Beach Holiday Rentals,2014-11-13,Entire home/apt,1055,Pittwater,3.0,1,2023-08-27,2023-08-27,f,1,0.15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,6,3.0,0
982557422516317033,Strathfield sweet 2Br near Train Station/Shopping,511701558,Xian,2023-04-25,Entire home/apt,226,Canada Bay,2.0,14,2023-10-08,2024-02-25,f,2,2.58,4.79,4.79,4.86,4.86,4.86,4.79,4.57,t,6,3.0,140
1024219177618889923,The Studio Palm Beach,34155307,Amethyst,2015-05-25,Entire home/apt,400,Pittwater,1.0,1,2023-12-16,2023-12-16,t,2,0.32,5.0,5.0,5.0,5.0,5.0,5.0,4.0,t,2,1.0,0
1037390653835404948,Whole house in the inner west with city views!,82568798,Evette,2016-07-08,Entire home/apt,367,Canterbury,3.0,4,2023-12-09,2024-02-25,f,2,1.19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,6,3.0,78
1049609915903416070,2 bedroom Maroubra Beach pad,130710874,Jane,2017-05-17,Entire home/apt,343,Randwick,2.0,1,2024-01-03,2024-01-03,f,1,0.39,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,4,0.0,0
42027929,The Bunkie @ Ethel & Ode's,49529568,Catherine,2015-11-21,Entire home/apt,224,Sutherland Shire,0.0,104,2020-02-15,2024-02-02,t,2,2.09,4.82,4.9,4.92,4.98,4.88,4.97,4.65,t,2,1.0,1448
340563,Resort Style minutes from the City,1727971,Gregory,2012-02-09,Private room,155,North Sydney,1.0,25,2013-06-17,2024-02-25,f,3,0.19,4.63,4.64,4.6,4.72,4.72,4.92,4.64,t,1,1.0,3905
1037785626556128950,Cozy & comfy place in Sutherland,520593225,Thu,2023-06-18,Private room,108,Sutherland Shire,1.0,5,2023-12-26,2024-02-22,f,1,1.79,4.8,5.0,4.6,5.0,5.0,4.8,4.8,t,4,2.0,58
910454983497583672,Stanhope Gardens staycation,14492665,Chee,2014-04-20,Entire home/apt,262,Blacktown,4.0,4,2023-07-07,2024-01-10,t,14,0.47,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,5,3.0,187
1075744770774827053,Sydney CBD Near Train UTS DarlingHar&ICC&ChinaTown,288743418,Ken,2019-08-25,Private room,150,Sydney,0.0,3,2024-02-15,2024-03-05,f,2,2.73,3.67,3.67,3.67,4.33,4.33,4.33,3.67,t,2,1.0,19
14187939,"CBD Chinese Gardens Views, Modern 2BR Apt",15739069,The Apartment Service,2014-05-19,Entire home/apt,219,Sydney,2.0,25,2016-08-27,2023-05-30,f,90,0.27,4.6,4.8,4.44,4.64,4.68,4.88,4.52,t,5,3.0,2467
53871008,🌟SUNNY ROOMS 8🌟,177764872,Sunny,2018-03-11,Private room,146,Botany Bay,1.0,84,2021-12-27,2024-03-09,f,1,3.1,4.64,4.77,4.77,4.79,4.85,4.85,4.69,t,2,1.0,803
40198709,Bayside Tranquility (ISYD) hosted by:L'Abode,7409213,L'Abode Accommodation Specialist,2013-07-10,Entire home/apt,300,Woollahra,3.0,16,2019-12-23,2024-02-08,f,3,0.31,4.69,4.63,4.44,4.81,4.81,4.69,4.44,t,5,4.0,1508
1051135248702999732,Comfy 1 bed unit close to Ashfield Station,427011670,Emma&Amp;Roger,2021-10-12,Entire home/apt,119,Ashfield,0.0,1,2024-01-03,2024-01-03,f,3,0.39,4.0,5.0,4.0,4.0,5.0,4.0,4.0,t,2,1.0,0
15359826,New York Style Apartment Fashionable Sydney Location,28304255,Erika,2015-02-24,Entire home/apt,189,Sydney,1.0,228,2016-12-22,2024-02-26,f,4,2.59,4.7,4.83,4.8,4.87,4.83,4.78,4.65,t,2,2.0,2622
691142449669072135,Sunshine King Room,79595485,Wendy,2016-06-24,Private room,118,Hornsby,1.0,3,2023-03-11,2024-02-12,f,1,0.24,4.67,4.33,4.67,5.0,4.67,4.33,4.33,t,2,1.0,338
53705519,Entertainers delight 3 bedroom house,57958862,Belinda,2016-02-08,Entire home/apt,1200,Warringah,3.0,10,2021-12-27,2023-01-04,f,5,0.37,5.0,5.0,5.0,5.0,5.0,5.0,4.9,t,6,4.0,373
719857844149684517,Bright and private guest room,35248403,Ana Maria,2015-06-07,Private room,80,Sutherland Shire,1.0,1,2023-02-04,2023-02-04,t,1,0.07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1.0,0
10711571,Private Rm & bth  Harbour Bridge View Apartment with pool.,28662970,Sue And Gary,2015-03-03,Private room,130,Sydney,1.0,246,2016-04-14,2024-03-09,t,1,2.55,4.93,4.96,5.0,4.95,4.98,4.93,4.92,t,2,1.0,2886
31942024,Glengarry Castle Hotel Room 3,51685133,Brett,2015-12-18,Private room,80,Sydney,1.0,105,2019-02-24,2024-02-12,f,3,1.7,4.5,4.68,4.34,4.77,4.55,4.9,4.62,t,2,1.0,1814
698332373498987544,"Luxury 2beds 2baths Condo (Oceanview, Parking)",326403594,Claire,2020-01-11,Entire home/apt,248,North Sydney,2.0,30,2022-08-25,2024-03-12,t,4,1.57,4.9,5.0,4.97,4.93,4.97,5.0,4.83,t,4,3.0,565
797510812719949146,Fancy a room with a bush view?,494055470,Bhavna,2023-01-03,Private room,99,The Hills Shire,1.0,31,2023-01-28,2024-03-03,t,1,2.24,4.94,4.97,4.97,5.0,5.0,4.84,4.87,t,2,1.0,400
803150264567828768,Luxury granny flat,47666468,Priscilla,2015-10-28,Entire home/apt,160,Ryde,1.0,3,2023-06-04,2023-08-31,t,2,0.31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,2,1.0,88
6575878,Entire 2 bed home in Sydney,6514584,Regina,2013-05-22,Entire home/apt,307,Canada Bay,2.0,4,2015-09-08,2016-07-16,f,90,0.04,5.0,5.0,5.0,5.0,4.75,5.0,4.75,f,2,1.0,312
11743252,Manly Ocean Beach Views in Sydney,25335674,Jarmo,2014-12-29,Entire home/apt,265,Manly,1.0,52,2016-10-11,2023-08-26,t,6,0.57,5.0,4.98,4.94,4.98,5.0,5.0,4.81,t,3,1.0,2510
46039200,Ethel & Ode's - The Main House + Fogo,49529568,Catherine,2015-11-21,Entire home/apt,1456,Sutherland Shire,5.0,5,2021-02-24,2024-03-03,t,2,0.13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,10,6.0,1103
655819553736478632,Beachfront holiday apartment on Curl Curl Beach,15454758,Zoe,2014-05-13,Entire home/apt,389,Warringah,3.0,50,2022-07-23,2024-02-17,t,2,2.48,4.64,4.56,4.36,4.82,4.72,4.96,4.42,t,7,4.0,574
25065651,Chatwood 1 Bedroom,170110669,Ken,2018-01-26,Entire home/apt,79,Willoughby,1.0,39,2018-06-20,2024-01-04,f,14,0.56,4.67,4.79,4.26,4.92,4.9,4.95,4.59,t,3,1.0,2024
40378706,Urban Elegance: 2 Bedroom in the Heart of Glebe,15739069,The Apartment Service,2014-05-19,Entire home/apt,202,Sydney,2.0,7,2022-06-28,2024-01-02,f,28,0.33,4.29,4.0,3.57,4.71,5.0,5.0,3.86,t,4,2.0,553
932020183510551180,Modern detached granny flat,501001866,Mohamad,2023-02-14,Entire home/apt,102,Liverpool,2.0,17,2023-07-23,2024-02-24,t,2,2.13,4.88,4.88,4.82,4.94,4.94,4.47,4.82,f,2,2.0,216
794487063296456177,Double Bay Holiday Seaside,50790927,Jamie,2015-12-08,Entire home/apt,260,Woollahra,2.0,2,2023-12-31,2024-02-27,f,5,0.76,4.5,4.5,4.5,5.0,5.0,5.0,4.5,t,4,2.0,58
636380171481469463,lovely 2 beds service apt in heart of  chatswood,105288742,Gina,2016-11-27,Entire home/apt,172,Willoughby,1.0,37,2022-06-03,2024-02-10,f,2,1.69,4.7,4.65,4.59,4.81,4.84,4.86,4.65,f,3,2.0,617
656961418207734811,Chatswood Gem - 2 bed2bath Condo (Parking & Wi-Fi),326403594,Claire,2020-01-11,Entire home/apt,266,Ku-Ring-Gai,2.0,38,2022-06-28,2024-02-17,t,4,1.81,4.92,4.84,4.95,4.89,4.97,4.71,4.66,t,5,2.0,599
561847756732474826,Kiah by Contemporary Hotels,3046924,Contemporary Hotels,2012-07-24,Entire home/apt,1797,Pittwater,4.0,3,2022-10-29,2024-02-17,t,2,0.18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,8,4.0,476
1076586596973718992,Water-View and Park-view 2BR Apt + Free Parking,557710252,Angeline,2024-01-21,Entire home/apt,168,Canada Bay,2.0,9,2024-02-15,2024-03-17,f,1,8.18,4.89,4.75,4.63,4.88,4.88,4.88,4.5,t,6,3.0,31
793029139204586178,Bellevue Hill Sky Apartment,441276973,Zoran,2022-01-20,Entire home/apt,310,Woollahra,1.0,8,2023-03-01,2024-02-15,f,1,0.63,4.88,4.88,4.88,4.63,5.0,4.88,4.63,t,2,1.0,351
857511907437345993,Beach shack !,237933432,Jessica,2019-01-20,Entire home/apt,207,Rockdale,3.0,11,2023-04-10,2023-11-26,t,2,0.96,4.73,4.73,4.82,5.0,5.0,4.91,4.82,t,6,3.0,230
24918363,Vaucluse Villa with Harbour views,51849039,Sharie,2015-12-20,Entire home/apt,2143,Woollahra,5.0,2,2020-02-03,2023-07-05,f,7,0.04,5.0,5.0,4.5,5.0,5.0,5.0,4.5,t,10,6.0,1248
759177881597585506,Sydney Harbour Views from every Window,14584387,Kylie,2014-04-22,Entire home/apt,170,North Sydney,1.0,1,2023-02-11,2023-02-11,f,45,0.07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,3,0.0,0
665588406920538209,Immerse yourself in the true waterfront life style,301753450,Tim,2019-10-11,Entire home/apt,321,Canada Bay,2.0,13,2022-09-12,2024-02-23,f,3,0.7,4.92,5.0,4.92,5.0,5.0,4.92,4.85,t,4,2.0,529
722747987226993881,Gorgeous Manly apartment- now with air con!,29898435,Nina,2015-03-23,Entire home/apt,395,Manly,2.0,15,2022-11-22,2024-03-16,t,3,0.93,4.93,4.79,4.79,5.0,4.93,4.93,4.64,t,4,3.0,480
8313239,Homy near new apartment,43830588,Fan,2015-09-10,Private room,105,Canterbury,1.0,1,2015-09-27,2015-09-27,f,90,0.01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1.0,0
953411132447729225,Cammeray guest room 1,514043326,Dao Hua,2023-05-10,Private room,120,North Sydney,1.0,1,2023-10-02,2023-10-02,f,3,0.18,4.0,4.0,4.0,4.0,5.0,5.0,5.0,t,2,1.0,0
653207075847736138,Private room close to Chatswood,80879014,Stella,2016-06-30,Private room,79,Lane Cove,1.0,13,2022-07-01,2022-10-30,t,2,0.62,5.0,4.92,5.0,5.0,5.0,4.77,4.92,t,1,1.0,121
788591327091798253,"Brand new 1Bed APT in Olympic Park, cozy & bright",452931721,Squirrel Zone,2022-04-05,Entire home/apt,160,Auburn,1.0,12,2023-01-04,2024-02-25,f,21,0.82,4.58,4.83,5.0,4.17,4.75,4.5,4.5,t,3,2.0,417
